itemId,account,h,w,l,weightG,status,error
MLB5306110378,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3992269705,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5305729432,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3992338381,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3992274173,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5305627458,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3992672287,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308795086,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308767810,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308869652,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308821090,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3993995269,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308853080,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308786236,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3993984279,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308732232,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3995220015,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308472120,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3995197065,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3995163301,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308485980,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5308543868,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3994973763,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5309834736,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312722614,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312800164,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3995059303,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312826664,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3994837119,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312499166,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312761804,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312532528,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3998661709,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3998576057,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312447722,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312461844,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5312454742,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999516301,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314200864,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314172848,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314313280,JOTABÊ AUTOPEÇAS,15,40,40,2000,error,Erro ao atualizar item: Repeated user-product. Conflict id: MLBU3064620676 (item.user_product.repeated.conflict: User product was duplicated)
MLB3998331467,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3998318601,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3998425523,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3998461735,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314112390,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999562645,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314187104,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5315252916,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999441915,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5315360528,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999433313,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5314985250,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5315205308,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999456773,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999449215,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4000660925,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999454137,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999433751,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4000606949,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3999435821,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4005059425,JOTABÊ AUTOPEÇAS,15,40,40,2000,error,Erro ao atualizar item: Repeated user-product. Conflict id: MLBU3069546915 (item.user_product.repeated.conflict: User product was duplicated)
MLB4005335755,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5320226396,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5320078794,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4004969727,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5320435604,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4004981293,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5318205522,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4001526483,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5318120752,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4000541183,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5316374708,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4000423983,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4001939289,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4001626675,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5316143978,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5316262110,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006312247,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4006471457,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4006350855,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006376113,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006451621,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006429177,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322671906,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322769984,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006147067,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4006279781,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4006068993,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322918298,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4006062515,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4006125039,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)
MLB4006259323,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4006003121,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5322549918,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4007107055,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322508798,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322403230,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5322614874,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5323820234,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4007207561,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4007030521,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5322484542,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5327210474,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4009813749,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4009546407,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4009735785,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4009657329,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4009450105,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4008429363,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5327224580,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4008355095,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5328439362,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4011785239,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5328751746,JOTABÊ AUTOPEÇAS,10,10,82,800,ok,
MLB4011555269,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4012547243,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4012559201,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5329810090,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5332908024,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB4013839947,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5332966964,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5329826656,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB4013974771,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5333158890,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB4012515827,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5332751162,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB4016145829,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5332866220,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5332788862,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4015985983,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5332845184,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4016124793,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB4252295071,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
