itemId,account,h,w,l,weightG,status,error
MLB5085203498,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5085197796,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3861265555,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3860107637,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3861264465,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5084519306,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3861585781,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3860106231,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3860059711,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5084650334,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3862511757,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3864807591,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5084528324,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3865814961,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3864869941,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3865654139,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5101410122,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3868053543,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5092619952,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5098731956,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5097541126,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3865794487,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5101460312,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3865165131,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3870788501,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3870512815,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3869004045,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3868873119,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3870492833,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3869065991,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5109862904,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5105748516,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3873847451,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5111861000,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5110931946,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3873850457,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3873953123,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5113864702,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5114979766,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5114929606,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5113846812,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3876981689,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5120362382,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3879185691,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5124857256,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5124386022,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5124713190,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5126658618,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5124216082,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5124781842,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3884184035,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3884141525,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5131085482,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3881601881,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3887784445,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3889723305,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5149264144,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5148940336,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3893136573,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3894298119,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3894877651,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3895630097,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3895566583,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5159681480,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3897819067,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5161832538,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5162089010,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5159119570,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5159070260,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5159478210,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3898632933,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3899769621,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3899943207,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5164051012,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5164010248,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5163823658,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5161585964,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5166951000,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5166188518,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5166234164,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5166692384,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5166855194,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5166747510,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5166781608,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3902684511,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5166733822,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170453822,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170581488,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5170389320,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170732394,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3902292415,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5170579854,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170259394,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170690714,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5170601946,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5173296274,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3904431837,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3904839093,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3904677983,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3904221067,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3904355641,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5173309620,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3904434265,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3905733969,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5173281018,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3905821711,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3905703397,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3905362511,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3905710767,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5173207458,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3905420499,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3905408923,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3905370955,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5172619950,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3905852441,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5175974716,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3905317641,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5176229110,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175769984,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3905348355,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5175992686,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3905338819,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5176123484,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175462112,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5175733982,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5175451174,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5177850492,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5177907334,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175472190,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5177824138,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175435666,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5175510772,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175354328,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5175306638,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5175290590,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3906512939,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3906538349,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5175363516,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3906682003,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5177815462,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3908208795,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3908315653,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5177406934,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5177413680,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5177408358,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5177143314,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5177409080,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5177083054,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5177632702,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5177382642,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5182906762,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5182433606,JOTABÊ AUTOPEÇAS,10,10,50,800,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_weight] are too small for the product dimensions)
MLB3911634097,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3911808139,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3911439169,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5182369734,JOTABÊ AUTOPEÇAS,10,10,50,800,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_length; seller_package_weight] are too small for the product dimensions)
MLB3911554451,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3911682869,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5182966398,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3911369953,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3911379009,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3911505555,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5188507618,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5189423284,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3913101867,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5187160052,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5188985282,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3913439035,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3911291477,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5189133184,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5186375218,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5189299216,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height] are too small for the product dimensions)
MLB3913125743,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5187080608,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3913426839,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3911330159,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3908070495,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3907601305,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3908195755,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5183582388,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3908084711,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3907622231,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5183579788,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3914436749,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5183525936,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3914032611,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5192895182,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3916650815,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5192392208,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5192876216,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5188484324,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5198139148,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3918371157,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5198253406,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5197826272,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3918345199,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3918326185,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB5198379052,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5198297144,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3918571523,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3916402627,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5196166904,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5196586300,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5196544262,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3916466311,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5196195788,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB5196512386,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3919887869,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5200141294,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5199597824,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3921013713,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3920710835,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5199975250,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3923230827,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5202836960,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5206825550,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3924771773,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5206766358,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3923040539,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3923024897,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5206964120,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3924232633,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3924230487,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3924101137,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3926925829,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5211396024,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3925750517,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3929221289,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5214362892,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3929217829,JOTABÊ AUTOPEÇAS,10,10,10,300,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_length; seller_package_width; seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB3930279265,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5214359348,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5215760684,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5215774304,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5216338246,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5215822038,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3929915857,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5217269010,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5217666918,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions)
MLB3929937667,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5219242150,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5218792290,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5218955964,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5219316612,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3930810167,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5221757280,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5223371656,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5223841384,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5223830630,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5223782494,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5223780654,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5223808042,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3931852767,JOTABÊ AUTOPEÇAS,25,25,25,2000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height; seller_package_weight] are too small for the product dimensions)
MLB5220920972,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3933101625,JOTABÊ AUTOPEÇAS,30,50,80,12000,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width] are too small for the product dimensions)
MLB3935803139,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5225695384,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5225749358,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3934893567,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3934586977,JOTABÊ AUTOPEÇAS,15,15,15,600,error,Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height] are too small for the product dimensions)
MLB3934852051,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5225851554,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3937212279,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5226336166,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3936449547,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5226347164,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5230755442,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5228914706,JOTABÊ AUTOPEÇAS,30,70,100,18000,ok,
MLB3936228593,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3936301589,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3936467777,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5233221304,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5230717678,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5230537374,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5230396066,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5233183868,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5230475802,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3939654363,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5235402384,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3939597381,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5235285044,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5235303450,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5236087620,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5236057120,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB5235152884,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5235110262,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB3941764127,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5237651180,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5237250648,JOTABÊ AUTOPEÇAS,15,40,40,2000,ok,
MLB3941117179,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5237630862,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5237398526,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3941253191,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5237593328,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB3942326399,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5238730168,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5240376098,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5240175886,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3942363315,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5238706054,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5238730974,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3941743085,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB3944722467,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5242057340,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3944723649,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5242042568,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5242298242,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3944727757,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5241977548,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3944698111,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5242303802,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3944648369,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3944794183,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5242720698,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5242690346,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5240162336,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5242636578,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5242675600,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5242650556,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5242599344,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5242646254,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB5242643790,JOTABÊ AUTOPEÇAS,10,10,50,800,ok,
MLB3943253475,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3943351289,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB5242752378,JOTABÊ AUTOPEÇAS,30,50,80,12000,ok,
MLB5243514954,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5243781244,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5243848512,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5244100374,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3944603269,JOTABÊ AUTOPEÇAS,25,25,25,2000,ok,
MLB3944421063,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3944495751,JOTABÊ AUTOPEÇAS,10,10,10,300,ok,
MLB5243820604,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
MLB5244088356,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3945269925,JOTABÊ AUTOPEÇAS,15,15,15,600,ok,
MLB3945230507,JOTABÊ AUTOPEÇAS,30,40,50,5000,ok,
